pixel_id,lat,lon,error_var,coef,std_err,pvalue,n_obs
26.5_-99.0,26.499999999999858,-99.00000000000043,temp_error_0h,0.8937542285359055,0.34439205754758645,0.009471077839602327,8398
26.5_-99.0,26.499999999999858,-99.00000000000043,wspd_error_0h,0.3687531800018674,0.35658590044157296,0.30110924933129724,8398
26.6_-97.7,26.59999999999986,-97.7000000000005,temp_error_1h,-0.45265381474706545,0.36559241576380713,0.21569972876578358,8398
26.6_-97.7,26.59999999999986,-97.7000000000005,wspd_error_1h,1.415135150801867,0.3981780356540284,0.00038147606782379384,8398
26.6_-97.7,26.59999999999986,-97.7000000000005,temp_error_0h,0.8314425585619809,0.3564230061034347,0.019685357884181798,8398
26.6_-97.7,26.59999999999986,-97.7000000000005,wspd_error_0h,1.3091616645367963,0.45370593381933016,0.003918113267209478,8398
26.6_-98.1,26.59999999999986,-98.10000000000048,temp_error_1h,-0.526302835410855,0.33894912117661297,0.12052103431101835,8398
26.6_-98.1,26.59999999999986,-98.10000000000048,wspd_error_1h,1.0888948209631515,0.398418303184422,0.006288392690056321,8398
26.6_-98.1,26.59999999999986,-98.10000000000048,temp_error_0h,0.8278582965431351,0.32170766065688156,0.010089749681267524,8398
26.6_-98.1,26.59999999999986,-98.10000000000048,wspd_error_0h,0.765980484112982,0.43633796383742596,0.0792146936675917,8398
26.6_-98.9,26.59999999999986,-98.90000000000043,temp_error_1h,-1.584131231425662,0.3464363724330115,4.885309173197072e-06,8398
26.6_-98.9,26.59999999999986,-98.90000000000043,wspd_error_1h,2.700100197069453,0.42307740273298255,1.840398944352728e-10,8398
26.6_-98.9,26.59999999999986,-98.90000000000043,temp_error_0h,1.0241008052624505,0.3410694385557474,0.002684611887488364,8398
26.6_-98.9,26.59999999999986,-98.90000000000043,wspd_error_0h,0.10015109216462977,0.3940061474636416,0.7993576388363683,8398
26.6_-99.0,26.59999999999986,-99.00000000000043,temp_error_1h,-1.674622686803216,0.3563100160004745,2.6444830232286165e-06,8398
26.6_-99.0,26.59999999999986,-99.00000000000043,wspd_error_1h,2.5895825195823496,0.4337500218578365,2.466068238504704e-09,8398
26.6_-99.0,26.59999999999986,-99.00000000000043,temp_error_0h,0.9731892257979783,0.34241479265248115,0.004492101464901976,8398
26.6_-99.0,26.59999999999986,-99.00000000000043,wspd_error_0h,0.12166656052421809,0.3649733714368717,0.7388729080110015,8398
26.6_-99.1,26.59999999999986,-99.10000000000042,temp_error_1h,-1.6570531375207154,0.361717662855798,4.693116556486743e-06,8398
26.6_-99.1,26.59999999999986,-99.10000000000042,wspd_error_1h,2.0601387389578725,0.43276510245206284,1.9644881708025252e-06,8398
26.6_-99.1,26.59999999999986,-99.10000000000042,temp_error_0h,0.9892009953197507,0.3513099574926514,0.004877751335913505,8398
